person_id,name,birthday,description
19549,Greta Garbo,1905-09-18,"From Wikipedia, the free encyclopedia.<br><br>Greta Lovisa Gustafsson (18 September 1905 – 15 April 1990), better known as Greta Garbo, was a noted Swedish actress and recluse. She was a major star in the United States during the silent film era and the Golden Age of Hollywood. In 1999, the American Film Institute ranked Garbo fifth on their list of greatest female stars of all time, after Katharine Hepburn, Bette Davis, Audrey Hepburn, and Ingrid Bergman.<br><br>Garbo launched her career with a major role in the Swedish film The Saga of Gosta Berling. Her performance caught the attention of Louis B. Mayer, who brought her to Hollywood in 1925 to work at Metro-Goldwyn-Mayer (MGM). She became a star of silent films.<br><br>Garbo was one of the few actresses to negotiate the transition to sound. Her first talking film was Anna Christie (1930), for which she was nominated for an Academy Award. MGM marketers enticed the public with the catchphrase ""Garbo talks!"" In 1932, her popularity allowed her to dictate the terms of her contract, and she became increasingly choosy about her roles.<br><br>She received the New York Film Critics Circle Award for Best Actress for Anna Karenina (1935), but she considered her performance as the courtesan Marguerite Gautier in Camille (1936) her best performance; the role gained her a second Academy Award nomination. After working exclusively in dramatic films, Garbo turned to comedy with Ninotchka (1939) and Two-Faced Woman (1941). For Ninotchka, Garbo was again nominated for an Academy Award; Two-Faced Woman did well at the box office, but was a critical failure.<br><br>After 1941, she retired after appearing in 27 films, and became increasingly reclusive. She has been indelibly linked to one of her lines from the film Grand Hotel: ""I want to be alone"". She later remarked, ""I never said, 'I want to be alone.' I only said, 'I want to be let alone.' There is all the difference.""[1][2] To the end of her life, Garbo-watching became a sport among the paparazzi and the media, but she remained elusive up until her death in 1990 at the age of 84.<br><br>Description above from the Wikipedia article Greta Garbo, licensed under CC-BY-SA, full list of contributors on Wikipedia"
29578,John Barrymore,1882-02-15,"From Wikipedia, the free encyclopedia.<br><br>John Sidney Blyth Barrymore (February 15, 1882 – May 29, 1942) was an acclaimed American actor. He first gained fame as a handsome stage actor in light comedy, then high drama and culminating in groundbreaking portrayals in Shakespearean plays Hamlet and Richard III. His success continued with motion pictures in various genres in both the silent and sound eras. Barrymore's personal life has been the subject of much writing before and since his passing in 1942. Today John Barrymore is mostly known for his roles in movies like Dr Jekyll &amp; Mr Hyde (1920), Grand Hotel (1932), Dinner at Eight (1933), Twentieth Century (1934), and Don Juan (1926), the first ever movie to use a Vitaphone soundtrack.<br><br>A member of a multi-generation theatrical dynasty, he was the brother of Lionel Barrymore and Ethel Barrymore, and was the paternal grandfather of Drew Barrymore.<br><br>Description above from the Wikipedia article John Barrymore, licensed under CC-BY-SA, full list of contributors on Wikipedia"
30007,Robert McWade,1872-01-25,
34740,Edmund Goulding,1891-03-20,"From Wikipedia, the free encyclopedia.<br><br>Edmund Goulding (20 March 1891 – 24 December 1959) was a British film writer and director. Goulding is best remembered for directing cultured dramas and such as Grand Hotel (1932) with Greta Garbo and Joan Crawford, Dark Victory (1939) with Bette Davis, and The Razor's Edge (1946) with Gene Tierney and Tyrone Power. He also directed the classic film noir Nightmare Alley (1947) with Tyrone Power and Joan Blondell, and the action drama The Dawn Patrol. He was also a successful songwriter, composer, and producer.<br><br>Description above from the Wikipedia article Edmund Goulding, licensed under CC-BY-SA, full list of contributors on Wikipedia"
102499,Clara Bow,1905-07-29,"From Wikipedia, the free encyclopedia.<br><br>Clara Gordon Bow (July 29, 1905 – September 27, 1965) was an American actress born and raised in Prospect Heights, Brooklyn, who rose to stardom in the silent film era of the 1920s. Her high spirits and acting artistry made her the quintessential flapper and the film It brought her global fame. Bow came to personify the roaring twenties and is described as its leading sex symbol. She appeared in 46 silent films and 11 talkies, including hits such as Mantrap (1926), It (1927) and Wings (1927). She was first box-office draw in 1928 and 1929 and second in 1927 and 1930. Her presence in a motion picture has been described to have ensured investors, by odds of almost 2-to-1, a safe return with only two exceptions. At the apex of her stardom, in January 1929, she received more than 45,000 fan letters. Bow ended her career with Hoop-La (1933), and became a rancher in Nevada. In 1931 she married actor Rex Bell, later politician and Lieutenant Governor, with whom she had two sons.<br><br>Description above from the Wikipedia article Clara Bow, licensed under CC-BY-SA, full list of contributors on Wikipedia"
102500,Charles 'Buddy' Rogers,1904-08-13,Born to Maude and Bert Henry Rogers. Attended Olathe high school and  Univ. of Kansas. He trained at the Paramount Picture School.
29760,Richard Arlen,1899-09-01,"From Wikipedia, the free encyclopedia.<br><br>Richard Arlen (September 1, 1899 – March 28, 1976) was an American actor.<br><br>Description above from the Wikipedia article Richard Arlen, licensed under CC-BY-SA, full list of contributors on Wikipedia"
102501,Jobyna Ralston,1899-11-21,"From Wikipedia, the free encyclopedia.<br><br>Jobyna Ralston (November 21, 1899 – January 22, 1967) was an American stage and film actress.<br><br>Description above from the Wikipedia article Jobyna Ralston, licensed under CC-BY-SA, full list of contributors on Wikipedia"
102502,El Brendel,1890-03-25,
14290,Richard Tucker,1884-06-04,"From Wikipedia<br><br>Richard Tucker (June 4, 1884 – December 5, 1942) was an<br><br>American actor. He appeared in 266 films between 1911 and 1940.<br><br>He was born in Brooklyn, New York. He was the first official<br><br>member of the Screen Actors Guild (SAG) and a founding member of SAG's Board of<br><br>Directors. Tucker died in Woodland Hills, Los Angeles from a heart attack. He<br><br>is interred at Forest Lawn Memorial Park, in an unmarked niche in Great<br><br>Mausoleum, Columbarium of Faith."
14643,William A. Wellman,1896-02-29,"From Wikipedia, the free encyclopedia.<br><br>William Augustus Wellman (February 29, 1896 – December 9, 1975) was an American film director. Although Wellman began his film career as an actor, he worked on over 80 films, as director, producer and consultant but most often as a director, notable for his work in crime, adventure and action genre films, often focusing on aviation themes, a particular passion. He also directed several well regarded satirical comedies.<br><br>Wellman directed the 1927 film Wings, which became the first film to win an Academy Award for Best Picture at the 1st Academy Awards ceremony.<br><br>Description above from the Wikipedia article William A. Wellman, licensed under CC-BY-SA, full list of contributors on Wikipedia"
1650301,Trevante Rhodes,1990-02-10,
459980,André Holland,1982-12-28,Andre Holland is an actor.
2038,Naomie Harris,1976-09-06,"Naomie Melanie Harris (born 6 September 1976) is an English screen actress known for her starring role as Selena in 28 Days Later and her supporting turn as Tia Dalma in the second and third Pirates of the Caribbean films.<br><br>Description above from the Wikipedia article Naomie Harris, licensed under CC-BY-SA, full list of contributors on Wikipedia."
932967,Mahershala Ali,1974-02-16,"Mahershalalhashbaz ""Mahershala"" Ali (born Mahershalalhashbaz Gilmore; February 16, 1974) is an American actor. Ali began his career as a regular on series such as Crossing Jordan and Threat Matrix before his breakthrough role as Richard Tyler in the science-fiction series The 4400. His first major film release was in the 2008 David Fincher-directed romantic fantasy drama film The Curious Case of Benjamin Button. His other notable films include Predators and The Place Beyond the Pines. He played a major role in Free State of Jones, set during and after the American Civil War.<br><br>Ali is best known for his recent roles as Remy Danton in House of Cards, Cornell ""Cottonmouth"" Stokes in Netflix's TV series Luke Cage, Juan in Moonlight, and Boggs in The Hunger Games: Mockingjay – Part 1 and its sequel, The Hunger Games: Mockingjay – Part 2."
